CONTROL_SECTION,LOGMILE_FROM,LOGMILE_TO,LENGTH,AVG_ADT,FUNCTIONAL_CLASS,HIGHWAY_CLASS,CLASS_DESC,MED_TYPE,MED_TYPE_DESC,MEDIAN_WIDTH,MED_PRESENCE,NUM_LANES,PAVEMENT_WIDTH,AVG_LANE_WIDTH,INTERSECTION,TOT_CRASH,AVG_CRASH
125-03,1.21,1.58,0.37,196,7,1,Rural 2 Lane,1,Undivided,0,0,2,22,11,0,1,0.33
125-03,1.58,8.03,6.45,191,8,1,Rural 2 Lane,1,Undivided,0,0,2,22,11,0,11,3.67
126-01,0,12,12,1027,7,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,6,2.00
127-01,1.3,1.48,0.18,2500,7,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,1,0.33
127-01,1.6,5.3,3.7,2215,7,1,Rural 2 Lane,1,Undivided,0,0,2,22,11,0,13,4.33
127-01,0.75,0.79,0.04,3500,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,1,0.33
127-01,0,0.14,0.14,3800,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,2,0.67
127-02,0,3,3,1848,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,4,1.33
127-02,3,7.14,4.14,1877,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,3,1.00
127-02,11.22,11.71,0.49,2300,7,1,Rural 2 Lane,1,Undivided,0,0,2,25,12.5,0,1,0.33
127-02,7.14,11,3.86,1833,7,1,Rural 2 Lane,1,Undivided,0,0,2,28,14,0,3,1.00
127-03,0.71,1.97,1.26,477,8,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,3,1.00
127-04,0,2.23,2.23,440,8,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,1,0.33
127-05,0,5.59,5.59,146,8,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,1,0.33
128-03,0,4.15,4.15,250,8,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,2,0.67
128-03,4.15,9.2,5.05,350,8,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,1,0.33
128-03,12.2,12.46,0.26,590,7,1,Rural 2 Lane,1,Undivided,0,0,2,22,11,0,1,0.33
128-03,11.49,12.2,0.71,730,7,1,Rural 2 Lane,1,Undivided,0,0,2,22,11,0,1,0.33
128-05,2.16,9.38,7.22,940,7,1,Rural 2 Lane,1,Undivided,0,0,2,22,11,0,5,1.67
128-05,0,1.18,1.18,1000,7,1,Rural 2 Lane,1,Undivided,0,0,2,22,11,0,1,0.33
129-01,0.25,0.57,0.32,690,9,1,Rural 2 Lane,1,Undivided,0,0,2,18,9,0,1,0.33
129-01,0.93,1.66,0.73,950,7,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,2,0.67
129-01,1.66,2.4,0.74,950,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,1,0.33
129-01,2.4,8.54,6.14,950,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,13,4.33
129-02,4.85,7.22,2.37,770,7,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,1,0.33
129-02,4.78,4.85,0.07,770,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,1,0.33
129-02,2.09,2.29,0.2,800,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,1,0.33
129-02,8.46,12.59,4.13,1055,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,2,0.67
129-02,12.59,16.44,3.85,1058,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,5,1.67
130-02,13.44,8.75,4.69,260,7,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,3,1.00
130-02,0,3.7,3.7,316,8,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,7,2.33
130-02,3.7,8.05,4.35,330,8,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,2,0.67
131-01,11.21,12.33,1.12,543,7,1,Rural 2 Lane,1,Undivided,0,0,2,22,11,0,3,1.00
131-01,2.32,3.68,1.36,850,7,1,Rural 2 Lane,1,Undivided,0,0,2,22,11,0,1,0.33
131-01,6.07,8.11,2.04,868,7,1,Rural 2 Lane,1,Undivided,0,0,2,22,11,0,4,1.33
131-01,10.62,11.21,0.59,920,7,1,Rural 2 Lane,1,Undivided,0,0,2,22,11,0,1,0.33
131-01,8.46,9.43,0.97,1370,7,1,Rural 2 Lane,1,Undivided,0,0,2,22,11,0,2,0.67
131-01,9.43,9.65,0.22,850,7,1,Rural 2 Lane,1,Undivided,0,0,2,32,16,0,1,0.33
131-04,1.19,1.74,0.55,860,8,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,2,0.67
131-04,0,1.19,1.19,865,8,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,2,0.67
131-04,1.74,3.07,1.33,870,8,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,1,0.33
132-01,0,2,2,1490,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,2,0.67
132-01,2,2.22,0.22,1490,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,1,0.33
132-02,0,7.88,7.88,830,7,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,1,0.33
132-02,7.88,8.44,0.56,770,7,1,Rural 2 Lane,1,Undivided,0,0,2,22,11,0,1,0.33
132-02,8.44,14.07,5.63,1232,7,1,Rural 2 Lane,1,Undivided,0,0,2,22,11,0,10,3.33
132-03,4.34,9.39,5.05,698,7,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,5,1.67
132-03,0,4.34,4.34,680,7,1,Rural 2 Lane,1,Undivided,0,0,2,22,11,0,4,1.33
132-07,0,2.73,2.73,1998,9,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,9,3.00
132-07,2.73,3.93,1.2,2100,9,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,2,0.67
133-01,0,1.74,1.74,950,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,2,0.67
133-02,2.81,5.35,2.54,2500,7,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,1,0.33
133-02,10.43,11.66,1.23,2600,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,1,0.33
133-02,12.46,13.54,1.08,2600,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,1,0.33
133-02,11.66,12.46,0.8,2633,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,3,1.00
133-02,5.35,10.43,5.08,2650,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,6,2.00
133-03,0.71,8.82,8.11,495,7,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,10,3.33
133-03,0,0.71,0.71,2000,7,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,1,0.33
134-01,5.81,7.2,1.39,1463,7,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,4,1.33
134-01,0,5.81,5.81,1465,7,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,14,4.67
134-02,1.78,8.65,6.87,820,8,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,3,1.00
134-02,1,1.78,0.78,1560,8,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,1,0.33
134-02,0,1,1,1645,8,1,Rural 2 Lane,1,Undivided,0,0,2,22,11,0,2,0.67
134-03,0,6.14,6.14,1034,8,1,Rural 2 Lane,1,Undivided,0,0,2,18,9,0,8,2.67
134-04,7.03,9.42,2.39,1050,8,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,6,2.00
134-04,0,6.7,6.7,2000,8,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,19,6.33
134-04,9.42,9.48,0.06,1060,8,1,Rural 2 Lane,1,Undivided,0,0,2,27,13.5,0,1,0.33
135-01,0,6.17,6.17,827,8,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,11,3.67
135-01,6.29,7.2,0.91,1830,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,1,0.33
135-02,0.66,4.44,3.78,860,9,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,4,1.33
136-01,6.95,9.22,2.27,840,8,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,2,0.67
136-01,0.27,6.95,6.68,860,8,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,2,0.67
136-02,0,4.5,4.5,850,8,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,6,2.00
136-02,4.5,10.58,6.08,852,8,1,Rural 2 Lane,1,Undivided,0,0,2,22,11,0,10,3.33
137-01,10.52,0,10.52,247,8,1,Rural 2 Lane,1,Undivided,0,0,2,22,11,0,6,2.00
137-02,4.71,0.63,4.08,573,9,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,3,1.00
137-02,0.63,0,0.63,580,9,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,2,0.67
137-02,11.56,4.71,6.85,583,9,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,3,1.00
137-03,5.91,0,5.91,677,9,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,3,1.00
138-02,0,7.08,7.08,413,8,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,8,2.67
138-03,0,2.25,2.25,270,9,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,1,0.33
138-04,5.56,0,5.56,280,9,1,Rural 2 Lane,1,Undivided,0,0,2,18,9,0,2,0.67
138-30,1.65,5.45,3.8,307,9,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,3,1.00
139-01,0,1,1,1018,7,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,5,1.67
139-01,1,5.44,4.44,1021,7,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,7,2.33
139-02,0,4.81,4.81,1013,7,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,6,2.00
139-03,0,1.81,1.81,1137,7,1,Rural 2 Lane,1,Undivided,0,0,2,22,11,0,3,1.00
139-03,1.81,2.31,0.5,1170,7,1,Rural 2 Lane,1,Undivided,0,0,2,22,11,0,2,0.67
139-03,2.31,7.26,4.95,1490,7,1,Rural 2 Lane,1,Undivided,0,0,2,22,11,0,10,3.33
139-04,4.79,7.99,3.2,700,7,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,4,1.33
139-04,0,4.79,4.79,966,7,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,8,2.67
139-05,0,5.13,5.13,1573,7,1,Rural 2 Lane,1,Undivided,0,0,2,22,11,0,8,2.67
139-06,5,13.3,8.3,950,7,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,4,1.33
139-06,0.37,5,4.63,977,7,1,Rural 2 Lane,1,Undivided,0,0,2,22,11,0,3,1.00
139-06,0,0.37,0.37,1020,7,1,Rural 2 Lane,1,Undivided,0,0,2,22,11,0,2,0.67
139-06,5,13.53,8.53,923,7,1,Rural 2 Lane,,,0,0,2,20,10,0,6,2.00
139-07,0,3.79,3.79,945,7,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,8,2.67
140-01,0,6.13,6.13,1074,7,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,11,3.67
140-02,0,1.2,1.2,730,7,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,1,0.33
140-02,1.2,5.67,4.47,730,7,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,8,2.67
140-03,2.82,4.56,1.74,893,7,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,3,1.00
140-03,4.56,9.4,4.84,898,7,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,17,5.67
140-03,0,2.82,2.82,987,7,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,6,2.00
141-01,0,1.17,1.17,1444,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,5,1.67
141-02,0,3.02,3.02,692,7,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,6,2.00
141-02,3.02,8.05,5.03,693,7,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,4,1.33
141-03,0,7.23,7.23,1048,7,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,4,1.33
141-03,7.23,10.74,3.51,1046,7,1,Rural 2 Lane,1,Undivided,0,0,2,22,11,0,12,4.00
142-01,0,0.33,0.33,2900,17,5,Urban 2 Lane,1,Undivided,0,0,2,20,10,0,3,1.00
142-01,0.33,0.55,0.22,2900,17,5,Urban 2 Lane,1,Undivided,0,0,2,20,10,0,5,1.67
142-02,0.31,5.08,4.77,2991,7,1,Rural 2 Lane,1,Undivided,0,0,2,22,11,0,22,7.33
142-02,0,0.31,0.31,2900,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,6,2.00
142-03,0,0.04,0.04,2850,16,5,Urban 2 Lane,1,Undivided,0,0,2,27,13.5,0,2,0.67
142-04,13.2,13.38,0.18,13600,17,5,Urban 2 Lane,3,1 Way Couplet,0,0,2,24,12,0,38,12.67
142-04,12.41,13.01,0.6,13600,17,7,Urban 4 Lane Divided,4,Divided <30 ft,8,1,4,51,12.75,0,14,4.67
142-04,0,2.65,2.65,3947,7,1,Rural 2 Lane,1,Undivided,0,0,2,22,11,0,15,5.00
142-04,7.9,8.47,0.57,5025,7,2,Rural 4 Lane,1,Undivided,0,0,4,48,12,0,12,4.00
142-04,2.65,4.97,2.32,5050,7,2,Rural 4 Lane,1,Undivided,0,0,4,48,12,0,12,4.00
142-04,4.97,7.9,2.93,5050,7,2,Rural 4 Lane,1,Undivided,0,0,4,48,12,0,28,9.33
142-04,8.94,11.43,2.49,5072,17,5,Urban 2 Lane,1,Undivided,0,0,2,24,12,0,18,6.00
142-04,11.43,11.92,0.49,9838,17,5,Urban 2 Lane,1,Undivided,0,0,2,24,12,0,13,4.33
142-04,11.92,12.41,0.49,13600,17,5,Urban 2 Lane,1,Undivided,0,0,2,24,12,0,4,1.33
142-04,13.01,13.2,0.19,13600,17,5,Urban 2 Lane,1,Undivided,0,0,2,24,12,0,9,3.00
142-04,8.47,8.94,0.47,5075,17,6,Urban 4 Lane,1,Undivided,0,0,4,48,12,0,4,1.33
143-01,4.04,7.68,3.64,1045,8,1,Rural 2 Lane,1,Undivided,0,0,2,22,11,0,11,3.67
143-01,3,4.04,1.04,1067,8,1,Rural 2 Lane,1,Undivided,0,0,2,22,11,0,7,2.33
143-01,2.28,3,0.72,11200,8,1,Rural 2 Lane,1,Undivided,0,0,2,22,11,0,2,0.67
143-01,0.75,1.64,0.89,11486,16,5,Urban 2 Lane,1,Undivided,0,0,2,22,11,0,14,4.67
143-01,1.96,2.28,0.32,11400,17,5,Urban 2 Lane,1,Undivided,0,0,2,22,11,0,4,1.33
143-01,1.64,1.96,0.32,11600,17,5,Urban 2 Lane,1,Undivided,0,0,2,22,11,0,2,0.67
143-01,0,0.75,0.75,11747,16,5,Urban 2 Lane,1,Undivided,0,0,2,24,12,0,38,12.67
143-02,0,0.85,0.85,1023,9,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,3,1.00
143-02,0.85,3.32,2.47,1053,9,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,3,1.00
143-04,2.35,0,2.35,420,8,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,2,0.67
143-04,4.83,2.35,2.48,420,8,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,1,0.33
143-05,5.34,3.13,2.21,760,8,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,1,0.33
143-05,11.05,5.34,5.71,763,8,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,6,2.00
143-06,2.37,0,2.37,1015,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,2,0.67
143-06,4.1,2.37,1.73,1550,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,3,1.00
143-06,5.02,4.41,0.61,1550,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,5,1.67
144-01,1.22,11.41,10.19,1333,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,44,14.67
144-01,0.78,1.22,0.44,2400,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,2,0.67
144-02,3.85,8.95,5.1,466,7,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,5,1.67
144-03,0,1,1,605,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,2,0.67
144-04,0,5.95,5.95,571,7,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,7,2.33
144-04,5.95,9.12,3.17,1261,7,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,9,3.00
144-04,9.71,10.35,0.64,1330,7,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,1,0.33
145-01,0,7.43,7.43,2885,7,1,Rural 2 Lane,1,Undivided,0,0,2,22,11,0,68,22.67
145-02,0.73,3.77,3.04,3367,7,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,21,7.00
145-02,3.81,4.53,0.72,3300,17,5,Urban 2 Lane,1,Undivided,0,0,2,24,12,0,4,1.33
146-01,8.96,12.29,3.33,1305,8,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,10,3.33
146-01,7.63,7.74,0.11,3800,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,1,0.33
146-01,2.75,7.39,4.64,3838,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,21,7.00
146-01,0,1.95,1.95,3931,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,16,5.33
146-01,1.95,2.75,0.8,3950,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,2,0.67
147-01,0,0.64,0.64,370,7,1,Rural 2 Lane,1,Undivided,0,0,2,22,11,0,1,0.33
147-01,0.64,5.85,5.21,408,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,4,1.33
147-02,0,3.47,3.47,392,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,12,4.00
147-03,6.06,9.91,3.85,1623,7,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,18,6.00
147-03,4.89,6.06,1.17,1650,7,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,5,1.67
147-03,4.18,4.48,0.3,1320,7,1,Rural 2 Lane,1,Undivided,0,0,2,22,11,0,2,0.67
147-03,0,4.18,4.18,1322,7,1,Rural 2 Lane,1,Undivided,0,0,2,22,11,0,10,3.33
147-04,0.63,5.43,4.8,3527,7,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,22,7.33
147-05,0.38,3.45,3.07,6257,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,14,4.67
147-05,0,0.38,0.38,6200,7,1,Rural 2 Lane,1,Undivided,0,0,2,25,12.5,0,1,0.33
147-05,3.45,3.83,0.38,6300,17,5,Urban 2 Lane,1,Undivided,0,0,2,24,12,0,3,1.00
148-01,0,0.43,0.43,19558,14,7,Urban 4 Lane Divided,9,Continuous Turn Lane,0,0,4,48,12,0,38,12.67
148-01,0.43,1.45,1.02,29761,14,7,Urban 4 Lane Divided,9,Continuous Turn Lane,0,0,4,48,12,0,92,30.67
148-01,1.45,3.41,1.96,27500,14,7,Urban 4 Lane Divided,4,Divided <30 ft,18,1,4,48,12,0,8,2.67
148-01,1.45,1.99,0.54,30700,14,7,Urban 4 Lane Divided,,,18,0,4,48,12,0,8,2.67
148-01,1.99,3.77,1.78,30700,14,7,Urban 4 Lane Divided,,,18,0,4,48,12,0,18,6.00
148-02,1.06,2.32,1.26,28314,14,7,Urban 4 Lane Divided,4,Divided <30 ft,8,1,4,56,14,0,14,4.67
148-02,0,1.06,1.06,28013,14,7,Urban 4 Lane Divided,4,Divided <30 ft,18,1,4,48,12,0,8,2.67
148-03,0,1.21,1.21,4860,16,7,Urban 4 Lane Divided,4,Divided <30 ft,23,1,4,48,12,0,5,1.67
148-03,4.25,5.57,1.32,4836,14,6,Urban 4 Lane,1,Undivided,0,0,4,48,12,0,11,3.67
148-03,5.57,6.7,1.13,11200,14,6,Urban 4 Lane,1,Undivided,0,0,4,48,12,0,9,3.00
148-03,1.21,4.25,3.04,4973,16,6,Urban 4 Lane,1,Undivided,0,0,4,48,12,0,15,5.00
149-01,0.92,1.9,0.98,3100,16,5,Urban 2 Lane,1,Undivided,0,0,2,20,10,0,3,1.00
149-01,0,0.92,0.92,3100,17,5,Urban 2 Lane,1,Undivided,0,0,2,20,10,0,5,1.67
149-01,0.85,1.65,0.8,3200,16,5,Urban 2 Lane,,,0,0,2,20,10,0,14,4.67
149-01,0.04,0.52,0.48,3200,16,5,Urban 2 Lane,,,0,0,2,21,10.5,0,1,0.33
149-01,0.75,0.85,0.1,3200,16,5,Urban 2 Lane,,,0,0,2,21,10.5,0,2,0.67
149-01,0.52,0.68,0.16,3200,16,5,Urban 2 Lane,,,0,0,3,21,7,0,2,0.67
149-02,2.47,3.04,0.57,1780,7,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,1,0.33
149-02,0,0.64,0.64,1780,16,5,Urban 2 Lane,1,Undivided,0,0,2,18,9,0,2,0.67
149-02,0,2.14,2.14,1718,16,5,Urban 2 Lane,,,0,0,2,20,10,0,4,1.33
149-04,2.24,4.26,2.02,122,8,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,1,0.33
149-04,4.26,8.39,4.13,1322,8,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,6,2.00
149-04,0,2.24,2.24,122,8,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,1,0.33
149-04,8.39,9.69,1.3,1315,8,1,Rural 2 Lane,1,Undivided,0,0,2,26,13,0,2,0.67
149-05,0,6.74,6.74,1228,7,1,Rural 2 Lane,1,Undivided,0,0,2,22,11,0,26,8.67
149-05,6.74,6.85,0.11,1450,7,1,Rural 2 Lane,1,Undivided,0,0,2,22,11,0,2,0.67
149-30,0,1.24,1.24,1040,16,5,Urban 2 Lane,1,Undivided,0,0,2,22,11,0,1,0.33
150-02,0,2.56,2.56,2160,8,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,5,1.67
151-02,7.04,7.59,0.55,2700,7,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,1,0.33
151-02,4.08,7.04,2.96,2640,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,5,1.67
151-02,1.18,4.08,2.9,2650,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,8,2.67
151-02,0,0.58,0.58,2800,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,1,0.33
151-02,0.58,1.18,0.6,2800,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,2,0.67
152-01,0,7.21,7.21,755,8,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,11,3.67
152-02,0,1.82,1.82,1555,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,2,0.67
152-03,0,5.33,5.33,1309,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,7,2.33
153-01,7.03,8.39,1.36,3175,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,4,1.33
153-01,6.39,7.03,0.64,3200,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,2,0.67
153-01,4.64,6.39,1.75,8415,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,13,4.33
153-01,2.81,4.64,1.83,8421,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,14,4.67
153-01,2.2,2.81,0.61,8314,16,5,Urban 2 Lane,1,Undivided,0,0,2,24,12,0,7,2.33
153-01,0,2.2,2.2,8406,16,5,Urban 2 Lane,1,Undivided,0,0,2,24,12,0,31,10.33
154-01,0,0.9,0.9,6500,7,1,Rural 2 Lane,1,Undivided,0,0,2,22,11,0,6,2.00
154-01,0.9,2.71,1.81,6500,7,1,Rural 2 Lane,1,Undivided,0,0,2,22,11,0,6,2.00
154-02,5.39,11.75,6.36,2564,7,1,Rural 2 Lane,1,Undivided,0,0,2,22,11,0,11,3.67
154-02,0,5.39,5.39,6500,7,1,Rural 2 Lane,1,Undivided,0,0,2,22,11,0,25,8.33
154-03,1.87,2.92,1.05,630,7,1,Rural 2 Lane,1,Undivided,0,0,2,18,9,0,1,0.33
154-03,0,1.87,1.87,650,7,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,2,0.67
154-03,4.05,4.62,0.57,660,7,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,3,1.00
154-03,4.62,5.51,0.89,660,7,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,1,0.33
154-30,0,5.94,5.94,2200,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,16,5.33
155-01,0,2.43,2.43,1553,7,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,9,3.00
155-01,5.5,7.9,2.4,1268,7,1,Rural 2 Lane,1,Undivided,0,0,2,22,11,0,5,1.67
155-01,2.43,5.5,3.07,1532,7,1,Rural 2 Lane,1,Undivided,0,0,2,22,11,0,5,1.67
155-02,7.23,7.81,0.58,1240,7,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,1,0.33
155-02,0,7.23,7.23,1251,7,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,14,4.67
155-03,0,0.56,0.56,830,8,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,2,0.67
155-03,0.71,1.07,0.36,830,8,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,2,0.67
155-03,1.07,9.33,8.26,848,8,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,5,1.67
156-01,2,6.83,4.83,7291,7,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,33,11.00
156-01,0,1.96,1.96,5677,17,5,Urban 2 Lane,1,Undivided,0,0,2,20,10,0,35,11.67
156-02,0.3,6.62,6.32,3736,7,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,22,7.33
156-02,0,0.3,0.3,3720,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,5,1.67
156-03,0,4.62,4.62,3782,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,17,5.67
156-03,4.62,7.16,2.54,4980,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,10,3.33
157-01,0,1.53,1.53,910,7,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,1,0.33
157-02,3.11,3.28,0.17,1290,7,1,Rural 2 Lane,1,Undivided,0,0,2,18,9,0,2,0.67
157-02,2.87,3.11,0.24,1310,7,1,Rural 2 Lane,1,Undivided,0,0,2,18,9,0,1,0.33
157-02,0,2.87,2.87,910,7,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,1,0.33
157-03,3.7,8.72,5.02,993,7,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,7,2.33
157-03,8.72,9.23,0.51,1040,7,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,1,0.33
157-03,0.89,3.48,2.59,3800,7,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,5,1.67
157-03,0,0.4,0.4,4500,7,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,5,1.67
157-03,0.6,0.76,0.16,3800,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,1,0.33
157-03,0.76,0.89,0.13,3800,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,1,0.33
157-04,0.74,3.68,2.94,1040,7,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,3,1.00
